Time,Curr. to A, Curr. to B,Temp. of A,Temp. of B,Voltage,Ant. azimuth,Switched ant.
17/02/2024 15:48:06,,,,,,,
17/02/2024 15:48:12,,,,,,,
17/02/2024 15:48:17,,,,,,,
17/02/2024 15:48:23,,,,,,,
17/02/2024 15:48:28,,,,,,,
17/02/2024 15:48:33,,,,,,,
17/02/2024 15:48:39,,,,,,,
17/02/2024 15:48:44,,,,,,,
17/02/2024 15:48:50,,,,,,,
17/02/2024 15:48:55,,,,,,,
17/02/2024 15:49:00,,,,,,,
17/02/2024 15:49:06,,,,,,,
17/02/2024 15:49:11,,,,,,,
17/02/2024 15:49:16,,,,,,,
17/02/2024 15:49:22,,,,,,,
17/02/2024 15:49:27,,,,,,,
17/02/2024 15:49:32,,,,,,,
17/02/2024 15:49:38,,,,,,,
17/02/2024 15:49:43,,,,,,,
17/02/2024 15:49:48,,,,,,,
17/02/2024 15:49:54,,,,,,,
17/02/2024 15:49:59,,,,,,,
17/02/2024 15:50:04,,,,,,,
17/02/2024 15:50:10,,,,,,,
17/02/2024 15:50:15,,,,,,,
17/02/2024 15:50:20,,,,,,,
17/02/2024 15:50:26,,,,,,,
17/02/2024 15:50:31,,,,,,,
17/02/2024 15:50:36,,,,,,,
17/02/2024 15:50:42,,,,,,,
17/02/2024 15:50:46,,,,,,,
17/02/2024 15:50:47,,,,,,,
17/02/2024 15:50:52,,,,,,,
17/02/2024 15:50:58,,,,,,,
17/02/2024 15:51:03,,,,,,,
17/02/2024 15:51:08,,,,,,,
17/02/2024 15:51:14,,,,,,,
17/02/2024 15:51:19,,,,,,,
17/02/2024 15:51:24,,,,,,,
17/02/2024 15:51:30,,,,,,,
17/02/2024 15:51:35,,,,,,,
17/02/2024 15:51:41,,,,,,,
17/02/2024 15:51:46,,,,,,,
17/02/2024 15:51:51,,,,,,,
17/02/2024 15:51:57,,,,,,,
17/02/2024 15:52:02,,,,,,,
17/02/2024 15:52:07,,,,,,,
17/02/2024 15:52:13,,,,,,,
17/02/2024 15:52:18,,,,,,,
17/02/2024 15:52:23,,,,,,,
17/02/2024 15:52:29,,,,,,,
17/02/2024 15:52:34,,,,,,,
17/02/2024 15:52:39,,,,,,,
17/02/2024 15:52:45,,,,,,,
17/02/2024 15:52:50,,,,,,,
17/02/2024 15:52:55,,,,,,,
17/02/2024 15:53:01,,,,,,,
17/02/2024 15:53:06,,,,,,,
17/02/2024 15:53:11,,,,,,,
17/02/2024 15:53:17,,,,,,,
17/02/2024 15:53:22,,,,,,,
17/02/2024 15:53:27,,,,,,,
17/02/2024 15:53:33,,,,,,,
17/02/2024 15:53:38,,,,,,,
17/02/2024 15:53:43,,,,,,,
17/02/2024 15:53:49,,,,,,,
17/02/2024 15:53:54,,,,,,,
17/02/2024 15:53:59,,,,,,,
17/02/2024 15:54:05,,,,,,,
17/02/2024 15:54:10,,,,,,,
17/02/2024 15:54:15,,,,,,,
17/02/2024 15:54:21,,,,,,,
17/02/2024 15:54:26,,,,,,,
17/02/2024 15:54:31,,,,,,,
17/02/2024 15:54:37,,,,,,,
17/02/2024 15:54:42,,,,,,,
17/02/2024 15:54:47,,,,,,,
17/02/2024 15:54:53,,,,,,,
17/02/2024 15:54:58,,,,,,,
17/02/2024 15:55:03,,,,,,,
17/02/2024 15:55:09,,,,,,,
17/02/2024 15:55:14,,,,,,,
17/02/2024 15:55:20,,,,,,,
17/02/2024 15:55:25,,,,,,,
17/02/2024 15:55:30,,,,,,,
17/02/2024 15:55:36,,,,,,,
17/02/2024 15:55:41,,,,,,,
17/02/2024 15:55:46,,,,,,,
17/02/2024 15:55:46,,,,,,,
17/02/2024 15:55:47,,,,,,,
17/02/2024 15:55:52,,,,,,,
17/02/2024 15:55:57,,,,,,,
17/02/2024 15:56:02,,,,,,,
17/02/2024 15:56:08,,,,,,,
17/02/2024 15:56:13,,,,,,,
17/02/2024 15:56:18,,,,,,,
17/02/2024 15:56:24,,,,,,,
17/02/2024 15:56:29,,,,,,,
17/02/2024 15:56:34,,,,,,,
17/02/2024 15:56:40,,,,,,,
17/02/2024 15:56:45,,,,,,,
17/02/2024 15:56:50,,,,,,,
17/02/2024 15:56:56,,,,,,,
17/02/2024 15:57:01,,,,,,,
17/02/2024 15:57:06,,,,,,,
17/02/2024 16:13:08,,,,,,,
17/02/2024 16:35:52,,,,,,,
17/02/2024 16:57:46,,,,,,,
17/02/2024 16:57:52,,,,,,,
17/02/2024 16:57:57,,,,,,,
17/02/2024 16:58:03,,,,,,,
17/02/2024 16:58:08,,,,,,,
17/02/2024 16:58:14,,,,,,,
26/02/2024 09:03:50,,,,,,,
26/02/2024 09:03:56,,,,,,,
26/02/2024 09:04:02,,,,,,,
26/02/2024 09:04:07,,,,,,,
26/02/2024 09:04:13,,,,,,,
26/02/2024 09:04:19,,,,,,,
26/02/2024 09:04:24,,,,,,,
26/02/2024 09:04:30,,,,,,,
26/02/2024 09:04:35,,,,,,,
26/02/2024 09:04:41,,,,,,,
26/02/2024 09:04:47,,,,,,,
26/02/2024 09:04:53,,,,,,,
26/02/2024 09:04:58,,,,,,,
26/02/2024 09:05:04,,,,,,,
26/02/2024 09:05:10,,,,,,,
26/02/2024 09:05:16,,,,,,,
26/02/2024 09:05:21,,,,,,,
26/02/2024 09:05:27,,,,,,,
26/02/2024 09:05:33,,,,,,,
26/02/2024 09:05:38,,,,,,,
26/02/2024 09:05:44,,,,,,,
26/02/2024 09:05:50,,,,,,,
26/02/2024 09:05:56,,,,,,,
26/02/2024 09:06:05,692.0,270.0,17.0,15.0,9.0,87.0 °,1
26/02/2024 09:06:13,316.0,349.0,17.0,15.0,8.0,87.0 °,1
26/02/2024 09:06:24,198.0,250.0,17.0,15.0,10.0,87.0 °,0
26/02/2024 09:06:25,198.0,250.0,17.0,15.0,10.0,87.0 °,0
26/02/2024 09:06:32,198.0,250.0,17.0,15.0,10.0,87.0 °,1
26/02/2024 09:06:33,484.0,161.0,17.0,15.0,9.0,87.0 °,1
26/02/2024 09:06:36,484.0,161.0,17.0,15.0,9.0,87.0 °,0
26/02/2024 09:06:41,415.0,756.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:06:49,415.0,756.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:06:58,309.0,427.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:07:06,533.0,309.0,17.0,15.0,11.0,87.0 °,1
26/02/2024 09:07:07,251.0,326.0,17.0,15.0,11.0,87.0 °,1
26/02/2024 09:07:15,251.0,326.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:07:16,797.0,214.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:07:23,797.0,214.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:07:32,396.0,167.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:07:40,133.0,148.0,17.0,15.0,6.0,87.0 °,0
26/02/2024 09:07:46,122.0,409.0,17.0,15.0,10.0,87.0 °,1
26/02/2024 09:07:49,700.0,215.0,17.0,15.0,8.0,87.0 °,1
26/02/2024 09:07:55,700.0,215.0,17.0,15.0,8.0,87.0 °,0
26/02/2024 09:07:58,466.0,549.0,17.0,15.0,8.0,87.0 °,0
26/02/2024 09:08:07,466.0,549.0,17.0,15.0,8.0,87.0 °,0
26/02/2024 09:08:15,119.0,753.0,17.0,15.0,7.0,87.0 °,0
26/02/2024 09:08:24,472.0,266.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:08:26,102.0,380.0,17.0,15.0,7.0,87.0 °,1
26/02/2024 09:08:32,102.0,380.0,17.0,15.0,7.0,87.0 °,1
26/02/2024 09:08:36,340.0,322.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:08:40,340.0,322.0,17.0,15.0,11.0,87.0 °,0
26/02/2024 09:08:47,398.0,163.0,17.0,15.0,5.0,87.0 °,0
26/02/2024 09:08:50,106.0,753.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:08:59,106.0,753.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:09:05,766.0,511.0,6.0,1.0,5.0,87.0 °,1
26/02/2024 09:09:08,550.0,651.0,6.0,1.0,8.0,87.0 °,1
26/02/2024 09:09:17,550.0,651.0,6.0,1.0,8.0,87.0 °,0
26/02/2024 09:09:18,410.0,340.0,6.0,1.0,9.0,87.0 °,0
26/02/2024 09:09:25,410.0,340.0,6.0,1.0,9.0,87.0 °,0
26/02/2024 09:09:34,318.0,412.0,6.0,1.0,8.0,87.0 °,0
26/02/2024 09:09:42,688.0,675.0,6.0,1.0,10.0,87.0 °,0
26/02/2024 09:09:46,471.0,433.0,6.0,1.0,9.0,87.0 °,1
26/02/2024 09:09:50,471.0,433.0,6.0,1.0,9.0,87.0 °,1
26/02/2024 09:09:56,750.0,289.0,6.0,1.0,10.0,87.0 °,0
26/02/2024 09:09:59,750.0,289.0,6.0,1.0,10.0,87.0 °,0
26/02/2024 09:10:07,613.0,235.0,6.0,1.0,7.0,87.0 °,0
26/02/2024 09:10:16,339.0,329.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:10:24,660.0,623.0,6.0,1.0,5.0,87.0 °,0
26/02/2024 09:10:26,417.0,363.0,6.0,1.0,8.0,87.0 °,1
26/02/2024 09:10:33,417.0,363.0,6.0,1.0,8.0,87.0 °,1
26/02/2024 09:10:35,539.0,196.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:10:41,539.0,196.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:10:49,155.0,259.0,6.0,1.0,11.0,87.0 °,0
26/02/2024 09:10:58,239.0,696.0,6.0,1.0,5.0,87.0 °,0
26/02/2024 09:11:01,553.0,700.0,6.0,1.0,8.0,87.0 °,1
26/02/2024 09:11:06,553.0,700.0,6.0,1.0,8.0,87.0 °,1
26/02/2024 09:11:11,636.0,308.0,6.0,1.0,11.0,87.0 °,0
26/02/2024 09:11:15,636.0,308.0,6.0,1.0,11.0,87.0 °,0
26/02/2024 09:11:23,582.0,269.0,6.0,1.0,10.0,87.0 °,0
26/02/2024 09:11:32,167.0,490.0,6.0,1.0,5.0,87.0 °,0
26/02/2024 09:11:40,483.0,373.0,6.0,1.0,7.0,87.0 °,1
26/02/2024 09:11:41,483.0,373.0,6.0,1.0,7.0,87.0 °,1
26/02/2024 09:11:48,561.0,679.0,6.0,1.0,8.0,87.0 °,1
26/02/2024 09:11:51,233.0,200.0,6.0,1.0,8.0,87.0 °,0
26/02/2024 09:11:57,233.0,200.0,6.0,1.0,8.0,87.0 °,0
26/02/2024 09:12:05,209.0,231.0,6.0,1.0,11.0,87.0 °,0
26/02/2024 09:12:14,322.0,228.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:12:22,790.0,412.0,6.0,1.0,7.0,87.0 °,1
26/02/2024 09:12:23,790.0,412.0,6.0,1.0,7.0,87.0 °,1
26/02/2024 09:12:31,350.0,181.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:12:32,350.0,181.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:12:39,409.0,322.0,6.0,1.0,11.0,87.0 °,0
26/02/2024 09:12:47,253.0,422.0,6.0,1.0,11.0,87.0 °,0
26/02/2024 09:12:56,336.0,673.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:13:00,759.0,655.0,6.0,1.0,5.0,87.0 °,1
26/02/2024 09:13:04,759.0,655.0,6.0,1.0,5.0,87.0 °,1
26/02/2024 09:13:10,594.0,238.0,6.0,1.0,10.0,87.0 °,0
26/02/2024 09:13:13,594.0,238.0,6.0,1.0,10.0,87.0 °,0
26/02/2024 09:13:22,253.0,224.0,6.0,1.0,6.0,87.0 °,0
26/02/2024 09:13:30,549.0,188.0,6.0,1.0,10.0,87.0 °,0
26/02/2024 09:13:39,442.0,414.0,6.0,1.0,8.0,87.0 °,0
26/02/2024 09:13:41,673.0,291.0,6.0,1.0,7.0,87.0 °,1
26/02/2024 09:13:47,673.0,291.0,6.0,1.0,7.0,87.0 °,1
26/02/2024 09:13:50,604.0,601.0,6.0,1.0,7.0,87.0 °,0
26/02/2024 09:13:51,604.0,601.0,6.0,1.0,7.0,87.0 °,0
26/02/2024 09:13:55,604.0,601.0,-4.0,-15.0,7.0,87.0 °,0
26/02/2024 09:14:04,681.0,539.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:14:12,381.0,299.0,-4.0,-15.0,5.0,87.0 °,0
26/02/2024 09:14:21,666.0,139.0,-4.0,-15.0,10.0,87.0 °,1
26/02/2024 09:14:22,666.0,139.0,-4.0,-15.0,10.0,87.0 °,1
26/02/2024 09:14:29,654.0,482.0,-4.0,-15.0,9.0,87.0 °,1
26/02/2024 09:14:30,654.0,482.0,-4.0,-15.0,9.0,87.0 °,0
26/02/2024 09:14:37,221.0,580.0,-4.0,-15.0,7.0,87.0 °,0
26/02/2024 09:14:46,262.0,533.0,-4.0,-15.0,5.0,87.0 °,3
26/02/2024 09:14:47,262.0,533.0,-4.0,-15.0,5.0,87.0 °,3
26/02/2024 09:14:51,599.0,377.0,-4.0,-15.0,5.0,87.0 °,0
26/02/2024 09:14:54,599.0,377.0,-4.0,-15.0,5.0,87.0 °,0
26/02/2024 09:15:02,333.0,155.0,-4.0,-15.0,8.0,87.0 °,1
26/02/2024 09:15:03,333.0,155.0,-4.0,-15.0,8.0,87.0 °,1
26/02/2024 09:15:06,387.0,756.0,-4.0,-15.0,11.0,87.0 °,0
26/02/2024 09:15:11,387.0,756.0,-4.0,-15.0,11.0,87.0 °,0
26/02/2024 09:15:19,778.0,540.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:15:28,419.0,776.0,-4.0,-15.0,5.0,87.0 °,0
26/02/2024 09:15:36,445.0,785.0,-4.0,-15.0,11.0,87.0 °,1
26/02/2024 09:15:37,445.0,785.0,-4.0,-15.0,11.0,87.0 °,1
26/02/2024 09:15:44,396.0,450.0,-4.0,-15.0,10.0,87.0 °,1
26/02/2024 09:15:46,396.0,450.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:15:53,324.0,133.0,-4.0,-15.0,8.0,87.0 °,0
26/02/2024 09:16:01,480.0,299.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:16:10,584.0,720.0,-4.0,-15.0,5.0,87.0 °,0
26/02/2024 09:16:18,753.0,601.0,-4.0,-15.0,9.0,87.0 °,1
26/02/2024 09:16:19,753.0,601.0,-4.0,-15.0,9.0,87.0 °,1
26/02/2024 09:16:26,677.0,100.0,-4.0,-15.0,7.0,87.0 °,0
26/02/2024 09:16:27,677.0,100.0,-4.0,-15.0,7.0,87.0 °,0
26/02/2024 09:16:35,222.0,305.0,-4.0,-15.0,5.0,87.0 °,0
26/02/2024 09:16:43,454.0,631.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:16:52,520.0,525.0,-4.0,-15.0,7.0,87.0 °,0
26/02/2024 09:16:56,520.0,525.0,-4.0,-15.0,7.0,87.0 °,1
26/02/2024 09:17:00,259.0,464.0,-4.0,-15.0,6.0,87.0 °,1
26/02/2024 09:17:05,615.0,797.0,-4.0,-15.0,7.0,87.0 °,0
26/02/2024 09:17:09,615.0,797.0,-4.0,-15.0,7.0,87.0 °,0
26/02/2024 09:17:17,379.0,650.0,-4.0,-15.0,7.0,87.0 °,0
26/02/2024 09:17:25,174.0,706.0,-4.0,-15.0,5.0,87.0 °,0
26/02/2024 09:17:34,769.0,420.0,-4.0,-15.0,5.0,87.0 °,0
26/02/2024 09:17:36,769.0,420.0,-4.0,-15.0,5.0,87.0 °,1
26/02/2024 09:17:42,555.0,148.0,-4.0,-15.0,8.0,87.0 °,1
26/02/2024 09:17:46,555.0,148.0,-4.0,-15.0,8.0,87.0 °,0
26/02/2024 09:17:51,477.0,632.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:17:59,605.0,522.0,-4.0,-15.0,5.0,87.0 °,0
26/02/2024 09:18:08,636.0,140.0,-4.0,-15.0,6.0,87.0 °,0
26/02/2024 09:18:16,237.0,628.0,-4.0,-15.0,10.0,87.0 °,1
26/02/2024 09:18:17,237.0,628.0,-4.0,-15.0,10.0,87.0 °,1
26/02/2024 09:18:24,589.0,115.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:18:26,589.0,115.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:18:33,257.0,217.0,-4.0,-15.0,9.0,87.0 °,0
26/02/2024 09:18:41,171.0,587.0,-4.0,-15.0,8.0,87.0 °,3
26/02/2024 09:18:42,171.0,587.0,-4.0,-15.0,8.0,87.0 °,3
26/02/2024 09:18:46,171.0,587.0,-4.0,-15.0,8.0,87.0 °,0
26/02/2024 09:18:47,381.0,773.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:18:50,381.0,773.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:18:53,381.0,773.0,-4.0,-15.0,10.0,87.0 °,0
26/02/2024 09:18:56,463.0,219.0,-1.0,-1.0,7.0,87.0 °,1
26/02/2024 09:18:59,463.0,219.0,-1.0,-1.0,7.0,87.0 °,1
26/02/2024 09:19:01,463.0,219.0,-1.0,-1.0,7.0,87.0 °,0
26/02/2024 09:19:07,287.0,130.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:19:16,425.0,696.0,-1.0,-1.0,5.0,87.0 °,0
26/02/2024 09:19:21,194.0,248.0,-1.0,-1.0,8.0,87.0 °,3
26/02/2024 09:19:24,194.0,248.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:19:25,194.0,248.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:19:33,754.0,510.0,-1.0,-1.0,9.0,87.0 °,0
26/02/2024 09:19:36,754.0,510.0,-1.0,-1.0,9.0,87.0 °,1
26/02/2024 09:19:41,392.0,303.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:19:42,392.0,303.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:19:49,711.0,559.0,-1.0,-1.0,11.0,87.0 °,0
26/02/2024 09:19:58,341.0,135.0,-1.0,-1.0,5.0,87.0 °,0
26/02/2024 09:20:06,572.0,601.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:20:11,572.0,601.0,-1.0,-1.0,8.0,87.0 °,1
26/02/2024 09:20:15,510.0,791.0,-1.0,-1.0,7.0,87.0 °,1
26/02/2024 09:20:21,396.0,474.0,-1.0,-1.0,9.0,87.0 °,0
26/02/2024 09:20:24,396.0,474.0,-1.0,-1.0,9.0,87.0 °,0
26/02/2024 09:20:32,530.0,747.0,-1.0,-1.0,6.0,87.0 °,0
26/02/2024 09:20:40,174.0,738.0,-1.0,-1.0,11.0,87.0 °,0
26/02/2024 09:20:49,445.0,340.0,-1.0,-1.0,6.0,87.0 °,0
26/02/2024 09:20:51,445.0,340.0,-1.0,-1.0,6.0,87.0 °,1
26/02/2024 09:20:57,182.0,213.0,-1.0,-1.0,8.0,87.0 °,1
26/02/2024 09:21:01,182.0,213.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:21:06,489.0,492.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:21:14,648.0,220.0,-1.0,-1.0,9.0,87.0 °,0
26/02/2024 09:21:23,652.0,753.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:21:31,200.0,467.0,-1.0,-1.0,11.0,87.0 °,1
26/02/2024 09:21:32,200.0,467.0,-1.0,-1.0,11.0,87.0 °,1
26/02/2024 09:21:39,493.0,378.0,-1.0,-1.0,6.0,87.0 °,1
26/02/2024 09:21:41,493.0,378.0,-1.0,-1.0,6.0,87.0 °,0
26/02/2024 09:21:48,657.0,554.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:21:56,477.0,331.0,-1.0,-1.0,10.0,87.0 °,0
26/02/2024 09:22:05,398.0,597.0,-1.0,-1.0,10.0,87.0 °,0
26/02/2024 09:22:10,398.0,597.0,-1.0,-1.0,10.0,87.0 °,1
26/02/2024 09:22:14,572.0,565.0,-1.0,-1.0,10.0,87.0 °,1
26/02/2024 09:22:22,231.0,474.0,-1.0,-1.0,5.0,87.0 °,0
26/02/2024 09:22:23,231.0,474.0,-1.0,-1.0,5.0,87.0 °,0
26/02/2024 09:22:30,523.0,362.0,-1.0,-1.0,10.0,87.0 °,0
26/02/2024 09:22:35,523.0,362.0,-1.0,-1.0,10.0,87.0 °,3
26/02/2024 09:22:39,124.0,395.0,-1.0,-1.0,9.0,87.0 °,3
26/02/2024 09:22:41,124.0,395.0,-1.0,-1.0,9.0,87.0 °,0
26/02/2024 09:22:47,506.0,156.0,-1.0,-1.0,9.0,87.0 °,0
26/02/2024 09:22:51,506.0,156.0,-1.0,-1.0,9.0,87.0 °,1
26/02/2024 09:22:56,794.0,150.0,-1.0,-1.0,7.0,87.0 °,0
26/02/2024 09:22:57,794.0,150.0,-1.0,-1.0,7.0,87.0 °,0
26/02/2024 09:23:04,420.0,308.0,-1.0,-1.0,5.0,87.0 °,0
26/02/2024 09:23:12,564.0,641.0,-1.0,-1.0,11.0,87.0 °,0
26/02/2024 09:23:16,564.0,641.0,-1.0,-1.0,11.0,87.0 °,3
26/02/2024 09:23:21,102.0,301.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:23:22,102.0,301.0,-1.0,-1.0,8.0,87.0 °,0
26/02/2024 09:23:29,611.0,600.0,-1.0,-1.0,10.0,87.0 °,1
26/02/2024 09:23:31,611.0,600.0,-1.0,-1.0,10.0,87.0 °,1
26/02/2024 09:23:37,719.0,625.0,-1.0,-1.0,5.0,87.0 °,0
26/02/2024 09:23:38,719.0,625.0,-1.0,-1.0,5.0,87.0 °,0
26/02/2024 09:23:46,166.0,741.0,-1.0,-1.0,10.0,87.0 °,0
26/02/2024 09:23:54,556.0,396.0,-1.0,-1.0,8.0,87.0 °,3
26/02/2024 09:23:56,556.0,396.0,-1.0,-1.0,8.0,87.0 °,3
26/02/2024 09:23:57,556.0,396.0,-1.0,-1.0,8.0,87.0 °,3
26/02/2024 09:24:02,440.0,235.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:24:03,440.0,235.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:24:06,440.0,235.0,-5.0,-9.0,6.0,87.0 °,1
26/02/2024 09:24:11,379.0,412.0,-5.0,-9.0,5.0,87.0 °,1
26/02/2024 09:24:16,379.0,412.0,-5.0,-9.0,5.0,87.0 °,0
26/02/2024 09:24:19,262.0,664.0,-5.0,-9.0,11.0,87.0 °,0
26/02/2024 09:24:28,784.0,431.0,-5.0,-9.0,10.0,87.0 °,0
26/02/2024 09:24:36,544.0,337.0,-5.0,-9.0,11.0,87.0 °,0
26/02/2024 09:24:45,291.0,723.0,-5.0,-9.0,7.0,87.0 °,1
26/02/2024 09:24:46,291.0,723.0,-5.0,-9.0,7.0,87.0 °,1
26/02/2024 09:24:53,530.0,792.0,-5.0,-9.0,7.0,87.0 °,1
26/02/2024 09:24:56,530.0,792.0,-5.0,-9.0,7.0,87.0 °,0
26/02/2024 09:25:01,116.0,435.0,-5.0,-9.0,8.0,87.0 °,0
26/02/2024 09:25:10,789.0,759.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:25:18,611.0,458.0,-5.0,-9.0,10.0,87.0 °,0
26/02/2024 09:25:27,535.0,693.0,-5.0,-9.0,8.0,87.0 °,1
26/02/2024 09:25:28,535.0,693.0,-5.0,-9.0,8.0,87.0 °,1
26/02/2024 09:25:35,490.0,681.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:25:36,490.0,681.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:25:44,567.0,172.0,-5.0,-9.0,5.0,87.0 °,0
26/02/2024 09:25:52,104.0,612.0,-5.0,-9.0,5.0,87.0 °,0
26/02/2024 09:26:00,115.0,545.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:26:06,115.0,545.0,-5.0,-9.0,6.0,87.0 °,1
26/02/2024 09:26:09,115.0,545.0,-5.0,-9.0,6.0,87.0 °,1
26/02/2024 09:26:17,435.0,571.0,-5.0,-9.0,10.0,87.0 °,0
26/02/2024 09:26:18,253.0,172.0,-5.0,-9.0,8.0,87.0 °,0
26/02/2024 09:26:26,253.0,172.0,-5.0,-9.0,8.0,87.0 °,0
26/02/2024 09:26:31,479.0,253.0,-5.0,-9.0,7.0,87.0 °,3
26/02/2024 09:26:34,479.0,253.0,-5.0,-9.0,7.0,87.0 °,3
26/02/2024 09:26:36,600.0,551.0,-5.0,-9.0,10.0,87.0 °,0
26/02/2024 09:26:42,600.0,551.0,-5.0,-9.0,10.0,87.0 °,0
26/02/2024 09:26:45,709.0,166.0,-5.0,-9.0,5.0,87.0 °,1
26/02/2024 09:26:51,709.0,166.0,-5.0,-9.0,5.0,87.0 °,0
26/02/2024 09:26:52,710.0,193.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:26:59,710.0,193.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:27:08,571.0,621.0,-5.0,-9.0,5.0,87.0 °,0
26/02/2024 09:27:11,778.0,772.0,-5.0,-9.0,7.0,87.0 °,3
26/02/2024 09:27:16,778.0,772.0,-5.0,-9.0,7.0,87.0 °,0
26/02/2024 09:27:17,616.0,486.0,-5.0,-9.0,10.0,87.0 °,0
26/02/2024 09:27:25,616.0,486.0,-5.0,-9.0,10.0,87.0 °,1
26/02/2024 09:27:26,272.0,512.0,-5.0,-9.0,11.0,87.0 °,1
26/02/2024 09:27:31,272.0,512.0,-5.0,-9.0,11.0,87.0 °,0
26/02/2024 09:27:34,272.0,512.0,-5.0,-9.0,11.0,87.0 °,0
26/02/2024 09:27:42,294.0,247.0,-5.0,-9.0,10.0,87.0 °,0
26/02/2024 09:27:51,146.0,552.0,-5.0,-9.0,10.0,87.0 °,3
26/02/2024 09:27:51,199.0,321.0,-5.0,-9.0,6.0,87.0 °,3
26/02/2024 09:27:56,199.0,321.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:27:59,199.0,321.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:28:07,321.0,474.0,-5.0,-9.0,11.0,87.0 °,1
26/02/2024 09:28:08,482.0,776.0,-5.0,-9.0,7.0,87.0 °,1
26/02/2024 09:28:11,482.0,776.0,-5.0,-9.0,7.0,87.0 °,0
26/02/2024 09:28:16,482.0,776.0,-5.0,-9.0,7.0,87.0 °,0
26/02/2024 09:28:24,481.0,201.0,-5.0,-9.0,5.0,87.0 °,0
26/02/2024 09:28:33,502.0,603.0,-5.0,-9.0,9.0,87.0 °,0
26/02/2024 09:28:41,724.0,475.0,-5.0,-9.0,7.0,87.0 °,1
26/02/2024 09:28:42,439.0,493.0,-5.0,-9.0,6.0,87.0 °,1
26/02/2024 09:28:50,439.0,493.0,-5.0,-9.0,6.0,87.0 °,0
26/02/2024 09:28:51,304.0,786.0,-5.0,-9.0,11.0,87.0 °,0
26/02/2024 09:28:58,304.0,786.0,-5.0,-9.0,11.0,87.0 °,0
26/02/2024 09:29:00,506.0,187.0,-5.0,-9.0,11.0,87.0 °,0
26/02/2024 09:29:06,506.0,187.0,0.0,11.0,11.0,87.0 °,0
26/02/2024 09:29:15,324.0,571.0,0.0,11.0,6.0,87.0 °,0
26/02/2024 09:29:21,774.0,203.0,0.0,11.0,9.0,87.0 °,1
26/02/2024 09:29:24,774.0,203.0,0.0,11.0,9.0,87.0 °,1
26/02/2024 09:29:32,644.0,171.0,0.0,11.0,6.0,87.0 °,0
26/02/2024 09:29:33,212.0,516.0,0.0,11.0,5.0,87.0 °,0
26/02/2024 09:29:41,212.0,516.0,0.0,11.0,5.0,87.0 °,0
